181,localizacao_create,Cria localização,web,2024-07-24 15:43:06,2024-07-24 15:43:06
182,localizacao_edit,Edita localização,web,2024-07-24 15:43:06,2024-07-24 15:43:06
183,localizacao_delete,Deleta localização,web,2024-07-24 15:43:06,2024-07-24 15:43:06
184,transferencia_estoque_view,Visualiza transferência de estoque,web,2024-07-24 15:43:06,2024-07-24 15:43:06
185,transferencia_estoque_create,Cria transferência de estoque,web,2024-07-24 15:43:06,2024-07-24 15:43:06
186,transferencia_estoque_delete,Deleta transferência de estoque,web,2024-07-24 15:43:06,2024-07-24 15:43:06
187,config_reserva_view,Visualiza configuração de reserva,web,2024-07-24 15:43:06,2024-07-24 15:43:06
188,categoria_acomodacao_view,Visualiza categoria de acomodação,web,2024-07-24 15:43:06,2024-07-24 15:43:06
189,categoria_acomodacao_create,Cria categoria de acomodação,web,2024-07-24 15:43:06,2024-07-24 15:43:06
190,categoria_acomodacao_edit,Edita categoria de acomodação,web,2024-07-24 15:43:06,2024-07-24 15:43:06
191,categoria_acomodacao_delete,Deleta categoria de acomodação,web,2024-07-24 15:43:06,2024-07-24 15:43:06
192,acomodacao_view,Visualiza acomodação,web,2024-07-24 15:43:06,2024-07-24 15:43:06
193,acomodacao_create,Cria acomodação,web,2024-07-24 15:43:06,2024-07-24 15:43:06
194,acomodacao_edit,Edita acomodação,web,2024-07-24 15:43:06,2024-07-24 15:43:06
195,acomodacao_delete,Deleta acomodação,web,2024-07-24 15:43:06,2024-07-24 15:43:06
196,frigobar_view,Visualiza frigobar,web,2024-07-24 15:43:06,2024-07-24 15:43:06
197,frigobar_create,Cria frigobar,web,2024-07-24 15:43:06,2024-07-24 15:43:06
198,frigobar_edit,Edita frigobar,web,2024-07-24 15:43:06,2024-07-24 15:43:06
199,frigobar_delete,Deleta frigobar,web,2024-07-24 15:43:06,2024-07-24 15:43:06
200,reserva_view,Visualiza reserva,web,2024-07-24 15:43:06,2024-07-24 15:43:06
201,reserva_create,Cria reserva,web,2024-07-24 15:43:06,2024-07-24 15:43:06
202,reserva_edit,Edita reserva,web,2024-07-24 15:43:06,2024-07-24 15:43:06
203,reserva_delete,Deleta reserva,web,2024-07-24 15:43:06,2024-07-24 15:43:06
